prompt,project code,project_status,project name,Approval date,Code Questions
P-RW-FA0-016 represents RESULTS BASED FINANCING - SCALING UP ELECTRICITY ACCESS PROGRAM II happening in Rwanda which has status as Ongoing ->,P-RW-FA0-016,Ongoing,Results based financing - scaling up electricity access program ii happening in rwanda,27-Sep-2018.,Details regarding project P-RW-FA0-016
P-GH-A00-006 represents GHANA INCENTIVE-BASED RISK SHARING FOR AGRICULTURE LENDING happening in Ghana which has status as Approved ->,P-GH-A00-006,Approved,Ghana incentive-based risk sharing for agriculture lending happening in ghana,26-Sep-2018.,Details regarding project P-GH-A00-006
P-ZA-FA0-003 represents ESKOM TRANSMISSION IMPROVEMENT PROJECT happening in South Africa which has status as Approved ->,P-ZA-FA0-003,Approved,Eskom transmission improvement project happening in south africa,25-Sep-2018.,Details regarding project P-ZA-FA0-003
P-NG-HAB-044 represents STERLING BANK - IMPROVING THE QUALITY OF LIFE OF THE PEOPLE OF RURAL NIGERIA happening in Nigeria which has status as Approved ->,P-NG-HAB-044,Approved,Sterling bank - improving the quality of life of the people of rural nigeria happening in nigeria,25-Sep-2018.,Details regarding project P-NG-HAB-044
P-Z1-IZ0-030 represents BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-CMR happening in Multinational which has status as Approved ->,P-Z1-IZ0-030,Approved,Bassin du lac tchad - projet d'appui a la reinsertion socioeconomique des groupes vulnerables-cmr happening in multinational,25-Sep-2018.,Details regarding project P-Z1-IZ0-030
P-Z1-IZ0-031 represents BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-RCA happening in Multinational which has status as Approved ->,P-Z1-IZ0-031,Approved,Bassin du lac tchad - projet d'appui a la reinsertion socioeconomique des groupes vulnerables-rca happening in multinational,25-Sep-2018.,Details regarding project P-Z1-IZ0-031
P-Z1-IZ0-032 represents BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-CHAD happening in Multinational which has status as Approved ->,P-Z1-IZ0-032,Approved,Bassin du lac tchad - projet d'appui a la reinsertion socioeconomique des groupes vulnerables-chad happening in multinational,25-Sep-2018.,Details regarding project P-Z1-IZ0-032
P-Z1-DB0-172 represents MANO RIVER UNION ROAD DEVELOPMENT AND TRANSPORT FACILITATION PROGRAMME (MRU/RDTFP) (PHASE II) happening in Multinational which has status as Approved ->,P-Z1-DB0-172,Approved,Mano river union road development and transport facilitation programme (mru/rdtfp) (phase ii) happening in multinational,19-Sep-2018.,Details regarding project P-Z1-DB0-172
P-NG-AAG-008 represents FLOUR MILLS OF NIGERIA PLC happening in Nigeria which has status as Approved ->,P-NG-AAG-008,Approved,Flour mills of nigeria plc happening in nigeria,19-Sep-2018.,Details regarding project P-NG-AAG-008
P-ML-FA0-004 represents PROJET DE DEVELOPPEMENT DE MINI CENTRALES HYDROELECTRIQUES AU MALI happening in Mali which has status as Ongoing ->,P-ML-FA0-004,Ongoing,Projet de developpement de mini centrales hydroelectriques au mali happening in mali,17-Sep-2018.,Details regarding project P-ML-FA0-004
P-GM-E00-007 represents CLIMATE SMART RURAL WASH DEVELOPMENT PROJECT happening in Gambia which has status as Approved ->,P-GM-E00-007,Approved,Climate smart rural wash development project happening in gambia,17-Sep-2018.,Details regarding project P-GM-E00-007
P-SN-K00-010 represents PROJET APPUI AU DEVELOP DE COMPETENCES ET DE L'ENTREPRENARIAT DES JEUNES DANS SECTEURS PORTEURS happening in Senegal which has status as Approved ->,P-SN-K00-010,Approved,Projet appui au develop de competences et de l'entreprenariat des jeunes dans secteurs porteurs happening in senegal,17-Sep-2018.,Details regarding project P-SN-K00-010
P-BF-I00-002 represents PROJET D’EMPLOI DES JEUNES ET DÉVELOPPEMENT DES COMPÉTENCES EN MILIEU RURAL happening in Burkina Faso which has status as Approved ->,P-BF-I00-002,Approved,Projet d’emploi des jeunes et développement des compétences en milieu rural happening in burkina faso,17-Sep-2018.,Details regarding project P-BF-I00-002
P-LR-AAD-001 represents SCALING UP THE PARTICIPATION OF SMES IN THE SECONDARY WOOD PROCESSING INDUSTRY happening in Liberia which has status as Approved ->,P-LR-AAD-001,Approved,Scaling up the participation of smes in the secondary wood processing industry happening in liberia,14-Sep-2018.,Details regarding project P-LR-AAD-001
P-LR-K00-018 represents TECHNICAL AND CAPACITY BUILDING ASSISTANCE TO THE GOVERNMENT OF LIBERIA happening in Liberia which has status as Approved ->,P-LR-K00-018,Approved,Technical and capacity building assistance to the government of liberia happening in liberia,13-Sep-2018.,Details regarding project P-LR-K00-018
"P-CM-AAE-003 represents CAMEROUN_PROJET DÉVELOPPEMENT CHAINE DE VALEURS , ELEVAGE ET PÊCHE happening in Cameroon which has status as Approved ->",P-CM-AAE-003,Approved,"Cameroun_projet développement chaine de valeurs , elevage et pêche happening in cameroon",12-Sep-2018.,Details regarding project P-CM-AAE-003
P-SO-IZ0-009 represents EMERGENCY HUMANITARIAN ASSISTANCE TO CYCLONE AND FLOOD VICTIMS- SOMALIA happening in Somalia which has status as Approved ->,P-SO-IZ0-009,Approved,Emergency humanitarian assistance to cyclone and flood victims- somalia happening in somalia,11-Sep-2018.,Details regarding project P-SO-IZ0-009
P-GN-KF0-005 represents PROJET D’ASSISTANCE TECHNIQUE POUR LA MISE EN ŒUVRE DU PNDES 2016-2020 happening in Guinea which has status as Approved ->,P-GN-KF0-005,Approved,Projet d’assistance technique pour la mise en œuvre du pndes 2016-2020 happening in guinea,06-Sep-2018.,Details regarding project P-GN-KF0-005
P-SD-I00-001 represents EMERGENCY ASSISTANCE TO WHITE NILE STATE 2018 happening in Sudan which has status as Approved ->,P-SD-I00-001,Approved,Emergency assistance to white nile state 2018 happening in sudan,06-Sep-2018.,Details regarding project P-SD-I00-001
P-SN-H00-005 represents SENEGAL GARANTIE PARTIELLE DE CREDIT POUR LA COUVERTURE DU RISQUE DE CHANGE happening in Senegal which has status as Approved ->,P-SN-H00-005,Approved,Senegal garantie partielle de credit pour la couverture du risque de change happening in senegal,05-Sep-2018.,Details regarding project P-SN-H00-005
P-NG-DB0-007 represents STUDY FOR CROSS RIVER STATE RURAL ACCESS AND MOBILITY PROJECT PHASE 2 (RAMP 2) happening in Nigeria which has status as Approved ->,P-NG-DB0-007,Approved,Study for cross river state rural access and mobility project phase 2 (ramp 2) happening in nigeria,03-Sep-2018.,Details regarding project P-NG-DB0-007
P-LR-KA0-004 represents ECONOMIC GOVERNANCE REFORM AND COMPETITIVENESS SUPPORT PROGRAM (EGRCSP) happening in Liberia which has status as Ongoing ->,P-LR-KA0-004,Ongoing,Economic governance reform and competitiveness support program (egrcsp) happening in liberia,31-Jul-2018.,Details regarding project P-LR-KA0-004
P-MG-KA0-011 represents PROGRAMME D'APPUI À LA COMPETITIVITE ECONOMIQUE PHASE II happening in Madagascar which has status as Approved ->,P-MG-KA0-011,Approved,Programme d'appui à la competitivite economique phase ii happening in madagascar,20-Jul-2018.,Details regarding project P-MG-KA0-011
P-MZ-AA0-034 represents AGRICULTURAL VALUE CHAIN AND YOUTH EMPOWERMENT PROJECT happening in Mozambique which has status as Ongoing ->,P-MZ-AA0-034,Ongoing,Agricultural value chain and youth empowerment project happening in mozambique,20-Jul-2018.,Details regarding project P-MZ-AA0-034
P-MZ-AAC-006 represents MASSINGIR DAM EMERGENCY REHABILITATION PROJECT SUPPLEMENTARY GRANT (MDERP-SG) happening in Mozambique which has status as Ongoing ->,P-MZ-AAC-006,Ongoing,Massingir dam emergency rehabilitation project supplementary grant (mderp-sg) happening in mozambique,20-Jul-2018.,Details regarding project P-MZ-AAC-006
P-TZ-FA0-013 represents NORTH-WEST TRANSMISISON GRID happening in Tanzania which has status as Approved ->,P-TZ-FA0-013,Approved,North-west transmisison grid happening in tanzania,20-Jul-2018.,Details regarding project P-TZ-FA0-013
P-UG-HAA-007 represents UGANDA DEVELOPMENT BANK SOVEREIGN GUARANTEED - LOC happening in Uganda which has status as Approved ->,P-UG-HAA-007,Approved,Uganda development bank sovereign guaranteed - loc happening in uganda,20-Jul-2018.,Details regarding project P-UG-HAA-007
"P-Z1-I00-011 represents PROJET D’APPUI A L’INTEGRATION DE LA FORMATION (PAIF) DANS LES METIERS DE LA ROUTE, DU CHEMIN happening in Multinational which has status as Ongoing ->",P-Z1-I00-011,Ongoing,"Projet d’appui a l’integration de la formation (paif) dans les metiers de la route, du chemin happening in multinational",20-Jul-2018.,Details regarding project P-Z1-I00-011
P-UG-HAA-006 represents UGANDA DEVELOPMENT BANK LINE OF CREDIT happening in Uganda which has status as Approved ->,P-UG-HAA-006,Approved,Uganda development bank line of credit happening in uganda,20-Jul-2018.,Details regarding project P-UG-HAA-006
P-BF-KZ0-001 represents PROGRAMME D'APPUI AUX RÉFORMES DANS LE SECTEUR DE L'ÉNERGIE happening in Burkina Faso which has status as Ongoing ->,P-BF-KZ0-001,Ongoing,Programme d'appui aux réformes dans le secteur de l'énergie happening in burkina faso,18-Jul-2018.,Details regarding project P-BF-KZ0-001
P-CV-KA0-008 represents PRIVATE SECTOR COMPETITIVENESS AND LOCAL ECONOMIC DEVELOPMENT PROGRAMME (PSC-LED) - PHASE I happening in Cape Verde which has status as Ongoing ->,P-CV-KA0-008,Ongoing,Private sector competitiveness and local economic development programme (psc-led) - phase i happening in cape verde,18-Jul-2018.,Details regarding project P-CV-KA0-008
P-KE-K00-005 represents MIC-TAF-TECHNICAL ASSISTANCE TO THE PRESIDENT DELIVERY UNIT happening in Kenya which has status as Approved ->,P-KE-K00-005,Approved,Mic-taf-technical assistance to the president delivery unit happening in kenya,18-Jul-2018.,Details regarding project P-KE-K00-005
P-NA-KA0-002 represents ECONOMIC GOVERNANCE AND COMPETITIVENESS SUPPORT PROGRAM (PHASE II) happening in Namibia which has status as Approved ->,P-NA-KA0-002,Approved,Economic governance and competitiveness support program (phase ii) happening in namibia,18-Jul-2018.,Details regarding project P-NA-KA0-002
P-TG-AA0-009 represents PROJET DE TRANSFORMATION AGRO-ALIMENTAIRE AU TOGO - ZTA TOGO happening in Togo which has status as Approved ->,P-TG-AA0-009,Approved,Projet de transformation agro-alimentaire au togo - zta togo happening in togo,18-Jul-2018.,Details regarding project P-TG-AA0-009
P-Z1-CZ0-005 represents LAKE CHAD BASIN NATURAL RESOURCES MANAGE happening in Multinational which has status as Approved ->,P-Z1-CZ0-005,Approved,Lake chad basin natural resources manage happening in multinational,18-Jul-2018.,Details regarding project P-Z1-CZ0-005
P-Z1-CZ0-019 represents PROGRAMME TO REHABILITATE AND STRENGTHEN THE RESILIENCE OF LAKE CHAD BASIN SYSTEMS (PRESIBALT)CAMER happening in Multinational which has status as Approved ->,P-Z1-CZ0-019,Approved,Programme to rehabilitate and strengthen the resilience of lake chad basin systems (presibalt)camer happening in multinational,18-Jul-2018.,Details regarding project P-Z1-CZ0-019
P-Z1-CZ0-020 represents PROGRAMME TO REHABILITATE AND STRENGTHEN THE RESILIENCE OF LAKE CHAD BASIN SYSTEMS (PRESIBALT) RCA happening in Multinational which has status as Approved ->,P-Z1-CZ0-020,Approved,Programme to rehabilitate and strengthen the resilience of lake chad basin systems (presibalt) rca happening in multinational,18-Jul-2018.,Details regarding project P-Z1-CZ0-020
P-Z1-CZ0-021 represents PROGRAMME TO REHABILITATE AND STRENGTHEN THE RESILIENCE OF LAKE CHAD BASIN SYSTEMS (PRESIBALT)CHAD happening in Multinational which has status as Approved ->,P-Z1-CZ0-021,Approved,Programme to rehabilitate and strengthen the resilience of lake chad basin systems (presibalt)chad happening in multinational,18-Jul-2018.,Details regarding project P-Z1-CZ0-021
P-Z1-CZ0-023 represents NIGER THE GLOBAL ENVIRONMENT FACILITY FOR THE PROGRAMME TO REHABILITATE AND STRENGTHEN(PRESIBALT) happening in Multinational which has status as Approved ->,P-Z1-CZ0-023,Approved,Niger the global environment facility for the programme to rehabilitate and strengthen(presibalt) happening in multinational,18-Jul-2018.,Details regarding project P-Z1-CZ0-023
P-Z1-HA0-022 represents ABSA BANK LIMITED happening in Multinational which has status as Approved ->,P-Z1-HA0-022,Approved,Absa bank limited happening in multinational,18-Jul-2018.,Details regarding project P-Z1-HA0-022
P-CM-E00-008 represents ETUDES D'UN PROGRAMME DE 350 RESEAUX SIMPLIFIES D’ALIMENTATION EN EAU POTABLE EN MILIEU RURAL happening in Cameroon which has status as Approved ->,P-CM-E00-008,Approved,Etudes d'un programme de 350 reseaux simplifies d’alimentation en eau potable en milieu rural happening in cameroon,17-Jul-2018.,Details regarding project P-CM-E00-008
P-ML-KF0-001 represents PROJET D'APPUI À LA COMPETITIVITE DE L'ECONOMIE MALIENNE - PACEM happening in Mali which has status as Ongoing ->,P-ML-KF0-001,Ongoing,Projet d'appui à la competitivite de l'economie malienne - pacem happening in mali,12-Jul-2018.,Details regarding project P-ML-KF0-001
P-TD-E00-005 represents PROGRAMME EAU POTABLE ET ASSAINISSEMENT EN MILIEUX SEMI-URBAIN ET RURAL DE ONZE PREFECTURES PHASE I. happening in Chad which has status as Ongoing ->,P-TD-E00-005,Ongoing,Programme eau potable et assainissement en milieux semi-urbain et rural de onze prefectures phase i. happening in chad,12-Jul-2018.,Details regarding project P-TD-E00-005
P-TZ-KA0-005 represents GOOD GOVERNANCE AND PRIVATE SECTOR DEVELOPMENT SUPPORT PROGRAM PHASE I happening in Tanzania which has status as Ongoing ->,P-TZ-KA0-005,Ongoing,Good governance and private sector development support program phase i happening in tanzania,11-Jul-2018.,Details regarding project P-TZ-KA0-005
P-GH-HAB-011 represents CAL BANK happening in Ghana which has status as Approved ->,P-GH-HAB-011,Approved,Cal bank happening in ghana,09-Jul-2018.,Details regarding project P-GH-HAB-011
P-GW-FA0-005 represents PROJET DE DEVELOPPEMENT DU SYSTEME DE DISTRIBUTION DE L'ELECTRICITE DANS LA VILLE DE BISSAU happening in Guinea-Bissau which has status as Ongoing ->,P-GW-FA0-005,Ongoing,Projet de developpement du systeme de distribution de l'electricite dans la ville de bissau happening in guinea-bissau,03-Jul-2018.,Details regarding project P-GW-FA0-005
P-Z1-DB0-136 represents REHAB LOME COTONOU PHAS2 ET DE PROTECTION COTIERE-TOGO happening in Multinational which has status as Ongoing ->,P-Z1-DB0-136,Ongoing,Rehab lome cotonou phas2 et de protection cotiere-togo happening in multinational,29-Jun-2018.,Details regarding project P-Z1-DB0-136
P-Z1-DB0-174 represents REHAB LOME COTONOU PHAS2 ET DE PROTECTION COTIERE-BENIN happening in Multinational which has status as Ongoing ->,P-Z1-DB0-174,Ongoing,Rehab lome cotonou phas2 et de protection cotiere-benin happening in multinational,29-Jun-2018.,Details regarding project P-Z1-DB0-174
P-Z1-DB0-160 represents PROJET ROUTE COYAH-FORECARIAH-FARMORÉAH (GUINÉE-SIERRA LEONE) happening in Multinational which has status as Ongoing ->,P-Z1-DB0-160,Ongoing,Projet route coyah-forecariah-farmoréah (guinée-sierra leone) happening in multinational,29-Jun-2018.,Details regarding project P-Z1-DB0-160
P-Z1-FA0-119 represents NIGER-PROJET D'INTERCONNEXION NIGERIA-NIGER-BENIN-BURKINA FASO happening in Multinational which has status as Approved ->,P-Z1-FA0-119,Approved,Niger-projet d'interconnexion nigeria-niger-benin-burkina faso happening in multinational,29-Jun-2018.,Details regarding project P-Z1-FA0-119
P-BW-BZ0-001 represents BOTSWANA SUPPORT TO ECONOMIC DIVERSIFICATION TECHNICAL ASSISTANCE PROJECT happening in Botswana which has status as Approved ->,P-BW-BZ0-001,Approved,Botswana support to economic diversification technical assistance project happening in botswana,29-Jun-2018.,Details regarding project P-BW-BZ0-001
P-GA-K00-007 represents PROJET D’APPUI A LA DIVERSIFICATION DE L'ECONOMIE GABONAISE (PADEG) happening in Gabon which has status as Approved ->,P-GA-K00-007,Approved,Projet d’appui a la diversification de l'economie gabonaise (padeg) happening in gabon,29-Jun-2018.,Details regarding project P-GA-K00-007
P-Z1-FZ0-018 represents SCALING-UP THE CLEAN COOKING INDUSTRY IN AFRICA happening in Multinational which has status as Ongoing ->,P-Z1-FZ0-018,Ongoing,Scaling-up the clean cooking industry in africa happening in multinational,29-Jun-2018.,Details regarding project P-Z1-FZ0-018
