,prompt,completion,project code,project_status,project name,Approval date,Code Questions
72,P-BJ-K00-005 represents PROGRAMME D'APPUI À LA COMPÉTITIVITÉ ÉCONOMIQUE DU BÉNIN happening in Benin which has status as Approved ->,"Project was approved on 31-Oct-2018. 
",P-BJ-K00-005,Approved,PROGRAMME D'APPUI À LA COMPÉTITIVITÉ ÉCONOMIQUE DU BÉNIN happening in Benin,31-Oct-2018.,Details regarding project P-BJ-K00-005
73,P-TD-AB0-004 represents PROJET D'ETUDE D'AMENAGEMENT DE 135 000 HECTARES happening in Chad which has status as Approved ->,"Project was approved on 31-Oct-2018. 
",P-TD-AB0-004,Approved,PROJET D'ETUDE D'AMENAGEMENT DE 135 000 HECTARES happening in Chad,31-Oct-2018.,Details regarding project P-TD-AB0-004
74,P-TD-K00-009 represents PROGRAMME D'APPUI A LA RELANCE ECONOMIQUE (PARE) I happening in Chad which has status as Approved ->,"Project was approved on 31-Oct-2018. 
",P-TD-K00-009,Approved,PROGRAMME D'APPUI A LA RELANCE ECONOMIQUE (PARE) I happening in Chad,31-Oct-2018.,Details regarding project P-TD-K00-009
75,P-UG-DB0-023 represents KAMPALA - JINJA EXPRESSWAY PROJECT (SOVEREIGN OPERATIONS - PHASE 1) happening in Uganda which has status as Approved ->,"Project was approved on 31-Oct-2018. 
",P-UG-DB0-023,Approved,KAMPALA - JINJA EXPRESSWAY PROJECT (SOVEREIGN OPERATIONS - PHASE 1) happening in Uganda,31-Oct-2018.,Details regarding project P-UG-DB0-023
76,P-Z1-HAB-051 represents NATIXIS RISK PARTICIPATION AGREEMENT happening in Multinational which has status as Approved ->,"Project was approved on 31-Oct-2018. 
",P-Z1-HAB-051,Approved,NATIXIS RISK PARTICIPATION AGREEMENT happening in Multinational,31-Oct-2018.,Details regarding project P-Z1-HAB-051
77,P-BF-A00-013 represents OPREATION D'AIDE D'URGENCE POUR LA LUTTE CONTRE LA CHENILLE LEGIONNAIRE happening in Burkina Faso which has status as Approved ->,"Project was approved on 30-Oct-2018. 
",P-BF-A00-013,Approved,OPREATION D'AIDE D'URGENCE POUR LA LUTTE CONTRE LA CHENILLE LEGIONNAIRE happening in Burkina Faso,30-Oct-2018.,Details regarding project P-BF-A00-013
78,P-SZ-DB0-013 represents CONSTRUCTION OF MANZINI MBADLANE GOLF INTERCHANGE happening in Swaziland which has status as Approved ->,"Project was approved on 24-Oct-2018. 
",P-SZ-DB0-013,Approved,CONSTRUCTION OF MANZINI MBADLANE GOLF INTERCHANGE happening in Swaziland,24-Oct-2018.,Details regarding project P-SZ-DB0-013
79,P-CF-A00-003 represents PROJET DE DEVELOPPEMENT DES CHAINES DE VALEUR AGRICOLE (TAAT) happening in Centrafrique which has status as Ongoing ->,"Project was approved on 22-Oct-2018. 
",P-CF-A00-003,Ongoing,PROJET DE DEVELOPPEMENT DES CHAINES DE VALEUR AGRICOLE (TAAT) happening in Centrafrique,22-Oct-2018.,Details regarding project P-CF-A00-003
80,P-MW-E00-011 represents NKHATA BAY TOWN WATER SUPPLY AND SANITATION PROJECT happening in Malawi which has status as Approved ->,"Project was approved on 22-Oct-2018. 
",P-MW-E00-011,Approved,NKHATA BAY TOWN WATER SUPPLY AND SANITATION PROJECT happening in Malawi,22-Oct-2018.,Details regarding project P-MW-E00-011
81,P-DJ-IA0-004 represents AIDE D’URGENCE POUR LA REHABILITATION DES INFRASTRUCTURES SCOLAIRES ENDOMMAGEES PAR LE CYCLONE happening in Djibouti which has status as Approved ->,"Project was approved on 18-Oct-2018. 
",P-DJ-IA0-004,Approved,AIDE D’URGENCE POUR LA REHABILITATION DES INFRASTRUCTURES SCOLAIRES ENDOMMAGEES PAR LE CYCLONE happening in Djibouti,18-Oct-2018.,Details regarding project P-DJ-IA0-004
82,P-ZA-D00-004 represents SA COMMUTER TRANSIT happening in South Africa which has status as Approved ->,"Project was approved on 18-Oct-2018. 
",P-ZA-D00-004,Approved,SA COMMUTER TRANSIT happening in South Africa,18-Oct-2018.,Details regarding project P-ZA-D00-004
83,P-CD-DA0-003 represents PROJET PRIORITAIRE DE SECURITE AERIENNE PHASE 2 (PPSA 2) happening in Dem Rep Congo which has status as Approved ->,"Project was approved on 18-Oct-2018. 
",P-CD-DA0-003,Approved,PROJET PRIORITAIRE DE SECURITE AERIENNE PHASE 2 (PPSA 2) happening in Dem Rep Congo,18-Oct-2018.,Details regarding project P-CD-DA0-003
84,P-CI-D00-010 represents PROJET DE TRANSPORT URBAIN - ABIDJAN PHASE 2 happening in Côte D'Ivoire which has status as Approved ->,"Project was approved on 16-Oct-2018. 
",P-CI-D00-010,Approved,PROJET DE TRANSPORT URBAIN - ABIDJAN PHASE 2 happening in Côte D'Ivoire,16-Oct-2018.,Details regarding project P-CI-D00-010
85,P-CI-AAZ-002 represents AIDE HUMANITAIRES D’URGENCE DES POPULATIONS AFFECTÉES PAR INONDATIONS PLUIES DILUVIENNES À ABIDJ happening in Côte D'Ivoire which has status as Approved ->,"Project was approved on 11-Oct-2018. 
",P-CI-AAZ-002,Approved,AIDE HUMANITAIRES D’URGENCE DES POPULATIONS AFFECTÉES PAR INONDATIONS PLUIES DILUVIENNES À ABIDJ happening in Côte D'Ivoire,11-Oct-2018.,Details regarding project P-CI-AAZ-002
86,P-CD-IB0-001 represents AIDE D'URGENCE POUR LA LUTTE CONTRE L'EPIDEMIE DE LA MALADIE A VURIS D'EBOLA EN RDC happening in Dem Rep Congo which has status as Approved ->,"Project was approved on 10-Oct-2018. 
",P-CD-IB0-001,Approved,AIDE D'URGENCE POUR LA LUTTE CONTRE L'EPIDEMIE DE LA MALADIE A VURIS D'EBOLA EN RDC happening in Dem Rep Congo,10-Oct-2018.,Details regarding project P-CD-IB0-001
87,P-TN-EB0-004 represents ASSAINISSEMENT DES PETITES COMMUNES DE MOINS DE 10 000 HABITANTS (PHASE I) RWSSI happening in Tunisia which has status as Approved ->,"Project was approved on 10-Oct-2018. 
",P-TN-EB0-004,Approved,ASSAINISSEMENT DES PETITES COMMUNES DE MOINS DE 10 000 HABITANTS (PHASE I) RWSSI happening in Tunisia,10-Oct-2018.,Details regarding project P-TN-EB0-004
88,P-TN-EB0-005 represents SSAINISSEMENT DES PETITES COMMUNES DE MOINS DE 10 000 HABITANTS (PHASE I) BAD happening in Tunisia which has status as Approved ->,"Project was approved on 10-Oct-2018. 
",P-TN-EB0-005,Approved,SSAINISSEMENT DES PETITES COMMUNES DE MOINS DE 10 000 HABITANTS (PHASE I) BAD happening in Tunisia,10-Oct-2018.,Details regarding project P-TN-EB0-005
89,P-Z1-DB0-206 represents PROJET D AMENAGEMENT DE LA ROUTE BOKE-QUEBO GUINEE – GUINEE BISSAU happening in Multinational which has status as Approved ->,"Project was approved on 10-Oct-2018. 
",P-Z1-DB0-206,Approved,PROJET D AMENAGEMENT DE LA ROUTE BOKE-QUEBO GUINEE – GUINEE BISSAU happening in Multinational,10-Oct-2018.,Details regarding project P-Z1-DB0-206
90,P-Z1-DB0-221 represents PROJET D AMENAGEMENT DE LA ROUTE BOKE-QUEBO GUINEE – GUINEE BISSAU happening in Multinational which has status as Approved ->,"Project was approved on 10-Oct-2018. 
",P-Z1-DB0-221,Approved,PROJET D AMENAGEMENT DE LA ROUTE BOKE-QUEBO GUINEE – GUINEE BISSAU happening in Multinational,10-Oct-2018.,Details regarding project P-Z1-DB0-221
91,P-NG-HAB-042 represents FIDELITY BANK happening in Nigeria which has status as Approved ->,"Project was approved on 10-Oct-2018. 
",P-NG-HAB-042,Approved,FIDELITY BANK happening in Nigeria,10-Oct-2018.,Details regarding project P-NG-HAB-042
92,P-SN-FA0-005 represents PROJET D'AMELIORATION DE L'ACCES A L'ELECTRICITE DANS DES ZONES PERIURBAINES ET RURALES happening in Senegal which has status as Approved ->,"Project was approved on 03-Oct-2018. 
",P-SN-FA0-005,Approved,PROJET D'AMELIORATION DE L'ACCES A L'ELECTRICITE DANS DES ZONES PERIURBAINES ET RURALES happening in Senegal,03-Oct-2018.,Details regarding project P-SN-FA0-005
93,P-SN-KZ0-004 represents PROGRAMME D'URGENCE DE DÉVELOPPEMENT COMMUNAUTAIRE - PUDC happening in Senegal which has status as Approved ->,"Project was approved on 27-Sep-2018. 
",P-SN-KZ0-004,Approved,PROGRAMME D'URGENCE DE DÉVELOPPEMENT COMMUNAUTAIRE - PUDC happening in Senegal,27-Sep-2018.,Details regarding project P-SN-KZ0-004
94,P-RW-FA0-016 represents RESULTS BASED FINANCING - SCALING UP ELECTRICITY ACCESS PROGRAM II happening in Rwanda which has status as Ongoing ->,"Project was approved on 27-Sep-2018. 
",P-RW-FA0-016,Ongoing,RESULTS BASED FINANCING - SCALING UP ELECTRICITY ACCESS PROGRAM II happening in Rwanda,27-Sep-2018.,Details regarding project P-RW-FA0-016
95,P-GH-A00-006 represents GHANA INCENTIVE-BASED RISK SHARING FOR AGRICULTURE LENDING happening in Ghana which has status as Approved ->,"Project was approved on 26-Sep-2018. 
",P-GH-A00-006,Approved,GHANA INCENTIVE-BASED RISK SHARING FOR AGRICULTURE LENDING happening in Ghana,26-Sep-2018.,Details regarding project P-GH-A00-006
96,P-ZA-FA0-003 represents ESKOM TRANSMISSION IMPROVEMENT PROJECT happening in South Africa which has status as Approved ->,"Project was approved on 25-Sep-2018. 
",P-ZA-FA0-003,Approved,ESKOM TRANSMISSION IMPROVEMENT PROJECT happening in South Africa,25-Sep-2018.,Details regarding project P-ZA-FA0-003
97,P-NG-HAB-044 represents STERLING BANK - IMPROVING THE QUALITY OF LIFE OF THE PEOPLE OF RURAL NIGERIA happening in Nigeria which has status as Approved ->,"Project was approved on 25-Sep-2018. 
",P-NG-HAB-044,Approved,STERLING BANK - IMPROVING THE QUALITY OF LIFE OF THE PEOPLE OF RURAL NIGERIA happening in Nigeria,25-Sep-2018.,Details regarding project P-NG-HAB-044
98,P-Z1-IZ0-030 represents BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-CMR happening in Multinational which has status as Approved ->,"Project was approved on 25-Sep-2018. 
",P-Z1-IZ0-030,Approved,BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-CMR happening in Multinational,25-Sep-2018.,Details regarding project P-Z1-IZ0-030
99,P-Z1-IZ0-031 represents BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-RCA happening in Multinational which has status as Approved ->,"Project was approved on 25-Sep-2018. 
",P-Z1-IZ0-031,Approved,BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-RCA happening in Multinational,25-Sep-2018.,Details regarding project P-Z1-IZ0-031
100,P-Z1-IZ0-032 represents BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-CHAD happening in Multinational which has status as Approved ->,"Project was approved on 25-Sep-2018. 
",P-Z1-IZ0-032,Approved,BASSIN DU LAC TCHAD - PROJET D'APPUI A LA REINSERTION SOCIOECONOMIQUE DES GROUPES VULNERABLES-CHAD happening in Multinational,25-Sep-2018.,Details regarding project P-Z1-IZ0-032
101,P-Z1-DB0-172 represents MANO RIVER UNION ROAD DEVELOPMENT AND TRANSPORT FACILITATION PROGRAMME (MRU/RDTFP) (PHASE II) happening in Multinational which has status as Approved ->,"Project was approved on 19-Sep-2018. 
",P-Z1-DB0-172,Approved,MANO RIVER UNION ROAD DEVELOPMENT AND TRANSPORT FACILITATION PROGRAMME (MRU/RDTFP) (PHASE II) happening in Multinational,19-Sep-2018.,Details regarding project P-Z1-DB0-172
102,P-NG-AAG-008 represents FLOUR MILLS OF NIGERIA PLC happening in Nigeria which has status as Approved ->,"Project was approved on 19-Sep-2018. 
",P-NG-AAG-008,Approved,FLOUR MILLS OF NIGERIA PLC happening in Nigeria,19-Sep-2018.,Details regarding project P-NG-AAG-008
103,P-ML-FA0-004 represents PROJET DE DEVELOPPEMENT DE MINI CENTRALES HYDROELECTRIQUES AU MALI happening in Mali which has status as Ongoing ->,"Project was approved on 17-Sep-2018. 
",P-ML-FA0-004,Ongoing,PROJET DE DEVELOPPEMENT DE MINI CENTRALES HYDROELECTRIQUES AU MALI happening in Mali,17-Sep-2018.,Details regarding project P-ML-FA0-004
104,P-GM-E00-007 represents CLIMATE SMART RURAL WASH DEVELOPMENT PROJECT happening in Gambia which has status as Approved ->,"Project was approved on 17-Sep-2018. 
",P-GM-E00-007,Approved,CLIMATE SMART RURAL WASH DEVELOPMENT PROJECT happening in Gambia,17-Sep-2018.,Details regarding project P-GM-E00-007
105,P-SN-K00-010 represents PROJET APPUI AU DEVELOP DE COMPETENCES ET DE L'ENTREPRENARIAT DES JEUNES DANS SECTEURS PORTEURS happening in Senegal which has status as Approved ->,"Project was approved on 17-Sep-2018. 
",P-SN-K00-010,Approved,PROJET APPUI AU DEVELOP DE COMPETENCES ET DE L'ENTREPRENARIAT DES JEUNES DANS SECTEURS PORTEURS happening in Senegal,17-Sep-2018.,Details regarding project P-SN-K00-010
106,P-BF-I00-002 represents PROJET D’EMPLOI DES JEUNES ET DÉVELOPPEMENT DES COMPÉTENCES EN MILIEU RURAL happening in Burkina Faso which has status as Approved ->,"Project was approved on 17-Sep-2018. 
",P-BF-I00-002,Approved,PROJET D’EMPLOI DES JEUNES ET DÉVELOPPEMENT DES COMPÉTENCES EN MILIEU RURAL happening in Burkina Faso,17-Sep-2018.,Details regarding project P-BF-I00-002
107,P-LR-AAD-001 represents SCALING UP THE PARTICIPATION OF SMES IN THE SECONDARY WOOD PROCESSING INDUSTRY happening in Liberia which has status as Approved ->,"Project was approved on 14-Sep-2018. 
",P-LR-AAD-001,Approved,SCALING UP THE PARTICIPATION OF SMES IN THE SECONDARY WOOD PROCESSING INDUSTRY happening in Liberia,14-Sep-2018.,Details regarding project P-LR-AAD-001
108,P-LR-K00-018 represents TECHNICAL AND CAPACITY BUILDING ASSISTANCE TO THE GOVERNMENT OF LIBERIA happening in Liberia which has status as Approved ->,"Project was approved on 13-Sep-2018. 
",P-LR-K00-018,Approved,TECHNICAL AND CAPACITY BUILDING ASSISTANCE TO THE GOVERNMENT OF LIBERIA happening in Liberia,13-Sep-2018.,Details regarding project P-LR-K00-018
109,"P-CM-AAE-003 represents CAMEROUN_PROJET DÉVELOPPEMENT CHAINE DE VALEURS , ELEVAGE ET PÊCHE happening in Cameroon which has status as Approved ->","Project was approved on 12-Sep-2018. 
",P-CM-AAE-003,Approved,"CAMEROUN_PROJET DÉVELOPPEMENT CHAINE DE VALEURS , ELEVAGE ET PÊCHE happening in Cameroon",12-Sep-2018.,Details regarding project P-CM-AAE-003
110,P-SO-IZ0-009 represents EMERGENCY HUMANITARIAN ASSISTANCE TO CYCLONE AND FLOOD VICTIMS- SOMALIA happening in Somalia which has status as Approved ->,"Project was approved on 11-Sep-2018. 
",P-SO-IZ0-009,Approved,EMERGENCY HUMANITARIAN ASSISTANCE TO CYCLONE AND FLOOD VICTIMS- SOMALIA happening in Somalia,11-Sep-2018.,Details regarding project P-SO-IZ0-009
111,P-GN-KF0-005 represents PROJET D’ASSISTANCE TECHNIQUE POUR LA MISE EN ŒUVRE DU PNDES 2016-2020 happening in Guinea which has status as Approved ->,"Project was approved on 06-Sep-2018. 
",P-GN-KF0-005,Approved,PROJET D’ASSISTANCE TECHNIQUE POUR LA MISE EN ŒUVRE DU PNDES 2016-2020 happening in Guinea,06-Sep-2018.,Details regarding project P-GN-KF0-005
112,P-SD-I00-001 represents EMERGENCY ASSISTANCE TO WHITE NILE STATE 2018 happening in Sudan which has status as Approved ->,"Project was approved on 06-Sep-2018. 
",P-SD-I00-001,Approved,EMERGENCY ASSISTANCE TO WHITE NILE STATE 2018 happening in Sudan,06-Sep-2018.,Details regarding project P-SD-I00-001
113,P-SN-H00-005 represents SENEGAL GARANTIE PARTIELLE DE CREDIT POUR LA COUVERTURE DU RISQUE DE CHANGE happening in Senegal which has status as Approved ->,"Project was approved on 05-Sep-2018. 
",P-SN-H00-005,Approved,SENEGAL GARANTIE PARTIELLE DE CREDIT POUR LA COUVERTURE DU RISQUE DE CHANGE happening in Senegal,05-Sep-2018.,Details regarding project P-SN-H00-005
114,P-NG-DB0-007 represents STUDY FOR CROSS RIVER STATE RURAL ACCESS AND MOBILITY PROJECT PHASE 2 (RAMP 2) happening in Nigeria which has status as Approved ->,"Project was approved on 03-Sep-2018. 
",P-NG-DB0-007,Approved,STUDY FOR CROSS RIVER STATE RURAL ACCESS AND MOBILITY PROJECT PHASE 2 (RAMP 2) happening in Nigeria,03-Sep-2018.,Details regarding project P-NG-DB0-007
115,P-LR-KA0-004 represents ECONOMIC GOVERNANCE REFORM AND COMPETITIVENESS SUPPORT PROGRAM (EGRCSP) happening in Liberia which has status as Ongoing ->,"Project was approved on 31-Jul-2018. 
",P-LR-KA0-004,Ongoing,ECONOMIC GOVERNANCE REFORM AND COMPETITIVENESS SUPPORT PROGRAM (EGRCSP) happening in Liberia,31-Jul-2018.,Details regarding project P-LR-KA0-004
116,P-MG-KA0-011 represents PROGRAMME D'APPUI À LA COMPETITIVITE ECONOMIQUE PHASE II happening in Madagascar which has status as Approved ->,"Project was approved on 20-Jul-2018. 
",P-MG-KA0-011,Approved,PROGRAMME D'APPUI À LA COMPETITIVITE ECONOMIQUE PHASE II happening in Madagascar,20-Jul-2018.,Details regarding project P-MG-KA0-011
117,P-MZ-AA0-034 represents AGRICULTURAL VALUE CHAIN AND YOUTH EMPOWERMENT PROJECT happening in Mozambique which has status as Ongoing ->,"Project was approved on 20-Jul-2018. 
",P-MZ-AA0-034,Ongoing,AGRICULTURAL VALUE CHAIN AND YOUTH EMPOWERMENT PROJECT happening in Mozambique,20-Jul-2018.,Details regarding project P-MZ-AA0-034
118,P-MZ-AAC-006 represents MASSINGIR DAM EMERGENCY REHABILITATION PROJECT SUPPLEMENTARY GRANT (MDERP-SG) happening in Mozambique which has status as Ongoing ->,"Project was approved on 20-Jul-2018. 
",P-MZ-AAC-006,Ongoing,MASSINGIR DAM EMERGENCY REHABILITATION PROJECT SUPPLEMENTARY GRANT (MDERP-SG) happening in Mozambique,20-Jul-2018.,Details regarding project P-MZ-AAC-006
119,P-TZ-FA0-013 represents NORTH-WEST TRANSMISISON GRID happening in Tanzania which has status as Approved ->,"Project was approved on 20-Jul-2018. 
",P-TZ-FA0-013,Approved,NORTH-WEST TRANSMISISON GRID happening in Tanzania,20-Jul-2018.,Details regarding project P-TZ-FA0-013
120,P-UG-HAA-007 represents UGANDA DEVELOPMENT BANK SOVEREIGN GUARANTEED - LOC happening in Uganda which has status as Approved ->,"Project was approved on 20-Jul-2018. 
",P-UG-HAA-007,Approved,UGANDA DEVELOPMENT BANK SOVEREIGN GUARANTEED - LOC happening in Uganda,20-Jul-2018.,Details regarding project P-UG-HAA-007
121,"P-Z1-I00-011 represents PROJET D’APPUI A L’INTEGRATION DE LA FORMATION (PAIF) DANS LES METIERS DE LA ROUTE, DU CHEMIN happening in Multinational which has status as Ongoing ->","Project was approved on 20-Jul-2018. 
",P-Z1-I00-011,Ongoing,"PROJET D’APPUI A L’INTEGRATION DE LA FORMATION (PAIF) DANS LES METIERS DE LA ROUTE, DU CHEMIN happening in Multinational",20-Jul-2018.,Details regarding project P-Z1-I00-011
122,P-UG-HAA-006 represents UGANDA DEVELOPMENT BANK LINE OF CREDIT happening in Uganda which has status as Approved ->,"Project was approved on 20-Jul-2018. 
",P-UG-HAA-006,Approved,UGANDA DEVELOPMENT BANK LINE OF CREDIT happening in Uganda,20-Jul-2018.,Details regarding project P-UG-HAA-006
123,P-BF-KZ0-001 represents PROGRAMME D'APPUI AUX RÉFORMES DANS LE SECTEUR DE L'ÉNERGIE happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 18-Jul-2018. 
",P-BF-KZ0-001,Ongoing,PROGRAMME D'APPUI AUX RÉFORMES DANS LE SECTEUR DE L'ÉNERGIE happening in Burkina Faso,18-Jul-2018.,Details regarding project P-BF-KZ0-001
124,P-CV-KA0-008 represents PRIVATE SECTOR COMPETITIVENESS AND LOCAL ECONOMIC DEVELOPMENT PROGRAMME (PSC-LED) - PHASE I happening in Cape Verde which has status as Ongoing ->,"Project was approved on 18-Jul-2018. 
",P-CV-KA0-008,Ongoing,PRIVATE SECTOR COMPETITIVENESS AND LOCAL ECONOMIC DEVELOPMENT PROGRAMME (PSC-LED) - PHASE I happening in Cape Verde,18-Jul-2018.,Details regarding project P-CV-KA0-008
125,P-KE-K00-005 represents MIC-TAF-TECHNICAL ASSISTANCE TO THE PRESIDENT DELIVERY UNIT happening in Kenya which has status as Approved ->,"Project was approved on 18-Jul-2018. 
",P-KE-K00-005,Approved,MIC-TAF-TECHNICAL ASSISTANCE TO THE PRESIDENT DELIVERY UNIT happening in Kenya,18-Jul-2018.,Details regarding project P-KE-K00-005
126,P-NA-KA0-002 represents ECONOMIC GOVERNANCE AND COMPETITIVENESS SUPPORT PROGRAM (PHASE II) happening in Namibia which has status as Approved ->,"Project was approved on 18-Jul-2018. 
",P-NA-KA0-002,Approved,ECONOMIC GOVERNANCE AND COMPETITIVENESS SUPPORT PROGRAM (PHASE II) happening in Namibia,18-Jul-2018.,Details regarding project P-NA-KA0-002
127,P-TG-AA0-009 represents PROJET DE TRANSFORMATION AGRO-ALIMENTAIRE AU TOGO - ZTA TOGO happening in Togo which has status as Approved ->,"Project was approved on 18-Jul-2018. 
",P-TG-AA0-009,Approved,PROJET DE TRANSFORMATION AGRO-ALIMENTAIRE AU TOGO - ZTA TOGO happening in Togo,18-Jul-2018.,Details regarding project P-TG-AA0-009
128,P-Z1-CZ0-005 represents LAKE CHAD BASIN NATURAL RESOURCES MANAGE happening in Multinational which has status as Approved ->,"Project was approved on 18-Jul-2018. 
",P-Z1-CZ0-005,Approved,LAKE CHAD BASIN NATURAL RESOURCES MANAGE happening in Multinational,18-Jul-2018.,Details regarding project P-Z1-CZ0-005
