Question,Answer
Details regarding project P-GH-HB0-005,The project named ghl bank plc happening in ghana with code P-GH-HB0-005 was approved on 06-Jun-2018 with the current project status as Approved
Details regarding project P-KE-FZ0-013,The project named quantum power menengai 35 mw geothermal ipp happening in kenya with code P-KE-FZ0-013 was approved on 06-Jun-2018 with the current project status as Approved
Details regarding project P-SD-AAZ-008,The project named agricultural value chain development project happening in sudan with code P-SD-AAZ-008 was approved on 06-Jun-2018 with the current project status as Ongoing
Details regarding project P-MG-C00-004,The project named etude projet d'aménagement des aires protégées et écotourisme happening in madagascar with code P-MG-C00-004 was approved on 24-May-2018 with the current project status as Ongoing
Details regarding project P-Z1-EAZ-055,The project named songwe river basin development programme: ppp transaction advisory services malawi-tanzania happening in multinational with code P-Z1-EAZ-055 was approved on 16-May-2018 with the current project status as Approved
Details regarding project P-LR-HAB-004,The project named trade finance line of credit afriland first bank happening in liberia with code P-LR-HAB-004 was approved on 16-May-2018 with the current project status as Approved
Details regarding project P-ML-HAB-002,The project named trade finance line of credit bsic mali happening in mali with code P-ML-HAB-002 was approved on 16-May-2018 with the current project status as Approved
Details regarding project P-NG-BG0-002,The project named indorama eleme fertilizer ii happening in nigeria with code P-NG-BG0-002 was approved on 16-May-2018 with the current project status as Approved
Details regarding project P-Z1-HAB-072,The project named sumitomo mitsui banking corporation risk participation agreement ii happening in multinational with code P-Z1-HAB-072 was approved on 16-May-2018 with the current project status as Approved
Details regarding project P-MA-AA0-003,The project named programme d’appui au développement inclusif et durable des filières agricoles (padidfa) happening in morocco with code P-MA-AA0-003 was approved on 15-May-2018 with the current project status as Ongoing
Details regarding project P-BI-K00-014,The project named support energy for cooking and restoration of the environment in four refugee camps happening in burundi with code P-BI-K00-014 was approved on 02-May-2018 with the current project status as Ongoing
Details regarding project P-CF-IE0-006,The project named projet complementaire d'appui a la reconstruction des communautes de base happening in centrafrique with code P-CF-IE0-006 was approved on 02-May-2018 with the current project status as Ongoing
Details regarding project P-DJ-FA0-003,The project named projet de developpement de la geothermie - financement supplementaire happening in djibouti with code P-DJ-FA0-003 was approved on 02-May-2018 with the current project status as Ongoing
Details regarding project P-NG-IBC-001,The project named santa clara medical facility happening in nigeria with code P-NG-IBC-001 was approved on 03-Apr-2018 with the current project status as Approved
Details regarding project P-Z1-K00-084,The project named african peer review mechanism (aprm) institutional support project happening in multinational with code P-Z1-K00-084 was approved on 28-Mar-2018 with the current project status as Ongoing
Details regarding project P-NE-KZ0-001,The project named appui a la mobilisation des ressources et a la mise en oeuvre du pdes 2017-2021 happening in niger with code P-NE-KZ0-001 was approved on 27-Mar-2018 with the current project status as Ongoing
Details regarding project P-Z1-HAB-059,The project named commerzbank usd 50 million rpa happening in multinational with code P-Z1-HAB-059 was approved on 27-Mar-2018 with the current project status as Approved
Details regarding project P-GM-KA0-009,The project named gambia emergency budget support (gebs) happening in gambia with code P-GM-KA0-009 was approved on 26-Mar-2018 with the current project status as Approved
Details regarding project P-Z1-AAZ-051,The project named leveraging investments to increase access to fertilizer utilisation by smallholder farmers happening in multinational with code P-Z1-AAZ-051 was approved on 22-Mar-2018 with the current project status as Approved
Details regarding project P-Z1-KB0-016,The project named afrexim bank - regional promotion of factoring in africa happening in multinational with code P-Z1-KB0-016 was approved on 22-Mar-2018 with the current project status as Approved
Details regarding project P-Z1-KF0-053,The project named strengthening regional and national institutions for reduction of proliferation of small arms. happening in multinational with code P-Z1-KF0-053 was approved on 21-Mar-2018 with the current project status as Ongoing
Details regarding project P-LS-FA0-005,The project named renewable energy integration study happening in lesotho with code P-LS-FA0-005 was approved on 14-Mar-2018 with the current project status as Ongoing
Details regarding project P-RW-E00-011,The project named rwanda - sustainable water supply and sanitation program happening in rwanda with code P-RW-E00-011 was approved on 12-Mar-2018 with the current project status as Ongoing
Details regarding project P-RW-G00-001,The project named rwanda innovation fund project- aif rwanda happening in rwanda with code P-RW-G00-001 was approved on 07-Mar-2018 with the current project status as Approved
Details regarding project P-CD-HAB-005,The project named rawbank happening in dem rep congo with code P-CD-HAB-005 was approved on 07-Mar-2018 with the current project status as Approved
Details regarding project P-AO-HAB-007,The project named banco bai trade finance line of credit happening in angola with code P-AO-HAB-007 was approved on 28-Feb-2018 with the current project status as Approved
Details regarding project P-Z1-HB0-057,The project named african local currency bond fund happening in multinational with code P-Z1-HB0-057 was approved on 31-Jan-2018 with the current project status as Ongoing
Details regarding project P-CF-K00-007,The project named programme dappui aux reformes economiques et financieres phase ii (paref ii) happening in centrafrique with code P-CF-K00-007 was approved on 29-Jan-2018 with the current project status as Approved
